from_planet,to_planet
Laertos,Thyferra
Laertos,Tauber
Laertos,Yag'Dhul
Lafra,Lur
Lafra,Dra
Lafra,Craci
Lafra,Bosthirda
Lah'mu,Tertiary Kesmere
Lah'mu,Kesmere Minor
Lah'mu,Shusugaunt
Lah'mu,Corsin
Lahag Erli,Halm
Lahag Erli,Montitia
Lahag Erli,Petabys Station
Lahag Erli,Chalcedon
Lahsbane,Grakouine
Lahsbane,Womrik
Lahsbane,Somov Rit
Lahsbane,Leritor
Lalmy'ash,Archais
Lalmy'ash,Selab
Lalmy'ash,Millinar
Lalmy'ash,Orelon
Lamaredd,Smuggler's Run
Lamaredd,Velabri
Lamaredd,Naos
Lamaredd,Sirpar
Langoona,Huloon
Langoona,Kor Anjiliac
Langoona,Bootana Shagplan
Langoona,Zisia
Lankashiir,Vanjervalis
Lankashiir,Quellor
Lankashiir,Talasea
Lannik,Dractu
Lannik,Makeb
Lannik,Daalang
Lannik,Dressel
Lannik,Moonus
Lansono,Sestria
Lansono,Kobaria
Lansono,Danteel
Lansono,Gandeal
Lant,Vaathkree
Lant,Terman
Lant,Ques
Lanteeb,Bastooine
Lanteeb,Corbett Cluster
Lanteeb,Ryoone
Lanteeb,Cheelit
Lanthe,Vogel
Lanthe,Alakatha
Lanthe,Opiteihr
Lanthe,Vondarc
Lantillies,Dulathia
Lantillies,Gizer
Lantillies,Phaseera
Lantillies,Rearqu Cluster
Las Lagon,Hillindor
Las Lagon,Affa
Las Lagon,Devaron
Las Lagon,Bestine
Lavisar,Pallaxides
Lavisar,Ord Sigatt
Lavisar,Djurmo
Lavisar,Skorrupon
Lazerian,Arrgaw
Lazerian,Ropagi
Lazerian,Kira
Lekua,Cadma
Lekua,Dela
Lekua,Scillal
Lekua,Sriluur
Lelmra,Sanza
Lelmra,Doldur
Lelmra,New Cov
Lemmi,Ut
Lemmi,Jovaria
Lemmi,Thrakia
Lemmi,Orelon
Lenico IV,Ketaris
Lenico IV,Phaeda
Lenico IV,Vuchelle
Lenico IV,Draria
Lequabis,Aruza
Lequabis,K'taktaxka
Lequabis,Poviduze
Lequabis,Chalcedon
Leria Kerlsil,Aton
Leria Kerlsil,Puul
Leria Kerlsil,Perma
Leria Kerlsil,Vuma
Leritor,Blenjeel
Leritor,Somov Rit
Leritor,Womrik
Leritor,Thape
Leritor,Manda
Leritor,Nexus Ortai
Lettow,Ottabesk
Lettow,Hakassi
Lettow,Columus
Lettow,Rehemsa
Levian,Carest
Levian,Eshan
Levian,Kroctar
Lexrul,Uogo'cor
Lexrul,Deysun
Lexrul,Blimph
Lialic,Zamael
Lialic,Constancia
Lialic,Dulvoyinn
Lialic,Gandeal
Lianna,Arcan
Lianna,Thanium
Lianna,Syngia
Lianna,Cadinth
Lianna,Columex
Lianna,Barseg
Linura,Falleen
Linura,Kabray
Linura,Haseria
Lipsec,Virgillia
Lipsec,Koda Station
Lipsec,Thakwaa
Lipsec,Shuldene
Lirra,Teth
Lirra,Outland Transit
Lirra,Rampa Minor
Listehol,Mirial
Listehol,Doniphon
Listehol,Tantive
Little Capella,Feldwes
Little Capella,Arda
Little Capella,Capella
Little Kessel,Aeneid
Little Kessel,Prishella
Little Kessel,Honoghr
Little Talhovi,Zyluria
Little Talhovi,Thull's Vault
Little Talhovi,Talhovi
Little Talhovi,Q'mara
Livien,Kanaver
Livien,Barseg
Livien,Desevro
Llanic,Retep
Llanic,Lok
Llanic,Tythe
Llanic,Mon Gazza
Llanic,Zhar
Llanic,Socorro
Llon Nebulae,Quesaya
Llon Nebulae,Gholondreine
Llon Nebulae,Solibus
Llon Nebulae,Kinyen
Lo'Uran,Pypin
Lo'Uran,Trian
Lo'Uran,Ekibo
Lo'Uran,Nicht Ka
Loedorvia,Osssorck Nebulae
Loedorvia,Cortina
Loedorvia,Questal
Loedorvia,Bryexx
Lohopa,Vandelhelm
Lohopa,Stobar
Lohopa,Jurzan
Lok,Nelvaan
Lok,Tythe
Lok,Llanic
Lola Sayu,Rhen Var
Lola Sayu,Vorzyd
Lola Sayu,Kodai
Lola Sayu,Mossak
Lolnar,Columus
Lolnar,Recopia
Lolnar,Perma
Lolnar,Rehemsa
Lonnaw,Obredaan
Lonnaw,Gonmore
Lonnaw,Orinda
Lonnaw,Nessem
Loovria,Tinallis
Loovria,Kimm Cresh
Loovria,Vulcar
Loovria,Q'mara
Lorahns,Charra
Lorahns,Sanza
Lorahns,Aikhibba
Loretto,Seyugi
Loretto,Rendili
Loretto,Mawan
Loretto,Baraboo
Loronar,Arat Fraca
Loronar,Chasin
Loronar,Byblos
Loronar,Tinnel
Lorrd,Argazda
Lorrd,Ereesus
Lorrd,Kol Huro
Lorrd,Simpla
Lorta,Quaensan Prime
Lorta,Rrulinn
Lorta,Jiroch
Lothal,Dornea
Lothal,Kamdon
Lothal,Atollon
Lothal,Pammant
Lovola,Charubah
Lovola,Vergill
Lovola,Maires
Lovola,Andalia
Low'n,Gavryn
Low'n,Romin
Low'n,Roche
Lowick,Akrit'tar
Lowick,Kubindi
Lowick,Drualkiin
Lucazec,Gala
Lucazec,Vjun
Lucazec,Columex
Lucazec,Little Capella
Lucazec,Galidraan
Lujo,Axbrian
Lujo,Balosar
Lujo,Shulxi
Lujo,Belazura
Lur,Kail
Lur,Knolstee
Lur,Davirien
Lur,Nicht Ka
Lutrillia,Mijos
Lutrillia,Bespin
Lutrillia,Shuldene
Lwhekk,Ahch-To
Lwhekk,Bakura
Lwhekk,Zakuul
Lyran,Shiffrin
Lyran,Ukio
Lyran,R-Duba
Lyran,Gamorr
Lyran,Molavar
Lythos,Maryo
Lythos,Tirsa
Lythos,Hiit
Lythos,Bosthirda
M'Hanna,The Godsheart
M'Hanna,Cyax
M'Hanna,Tisht
M'Hanna,Lirra
M'haeli,Jurzan
M'haeli,Bimin Three
M'haeli,Ramordia
Ma'ar Shaddam,Vestar
Ma'ar Shaddam,Cotellier
Ma'ar Shaddam,Taroon
Ma'ar Shaddam,Denab
Maires,Vergill
Maires,Charubah
Maires,Lovola
Maires,Andalia
Majoor,Bimin Three
Majoor,Ragith
Majoor,Ramordia
Makeb,Dractu
Makeb,Thoksia
Makeb,Shador
Makem Te,Emmer
Makem Te,Janodral Mizar
Makem Te,Quermia
Malachor,Nathema
Malachor,Rekkiad
Malachor,Vaynai
Malachor,Syngia
Malador,Zaria
Malador,Carsanza
Malador,Resti Kel
Malador,Q'mara
Malagarr,Pluthan
Malagarr,Tund
Malagarr,Douglas
Malagarr,Pinperu
Malastare,Demos
Malastare,Nuvar
Malastare,ZeHeth
Malastare,Chryya
Maldra,Targon
Maldra,Skeeba
Maldra,Baummu
Maldra,Minntooine
Malestrom Nebula,Aris
Malestrom Nebula,Vykos
Malestrom Nebula,Morishim
Malestrom Nebula,Draria
Mall'ordian,Reltooine
Mall'ordian,Drog
Mall'ordian,Ninn
Mall'ordian,Bosthirda
Malrev IV,Near Indosa
Malrev IV,Far Indosa
Malrev IV,Phindar
Maltha Obex,Soullex
Maltha Obex,Eol Sha
Maltha Obex,Gorsh
Maltha Obex,Tantive
Mamendin,Kidiet Olgo
Mamendin,Farrfin
Mamendin,Twith
Mamendin,Challon
Manaan,Cona
Manaan,Fadden
Manaan,Chanosant
Manda,Holess
Manda,Boranda
Manda,Dennaskar
Manda,Leritor
Mandalore,Kalevala
Mandalore,Zanbar
Mandalore,Ordo
Mandalore,Phindar
Mandel,Tarsunt
Mandel,Bothawui
Mandel,Moonus
Mandell,Moonus
Mandell,Bothawui
Manforgon,Kassido
Manforgon,Mussubir
Manforgon,Ossiathora
Manforgon,Q'mara
Mannova,Mogoshyn
Mannova,Betshish
Mannova,Kushibah
Mannova,Marrovia
Manpha,Faldos
Manpha,Sil'Lume
Manpha,Saijo
Manpha,Rutan
Manress,Gelviddis Cluster
Manress,Telti
Manress,Telkur Station
Manress,Andalia
Mantan,Minntooine
Mantan,New Heurkea
Mantan,Pammant
Mantessa,Mindor
Mantessa,Poderis
Mantessa,Hijarna
Mantessa,Vurdon Ka
Mantooine,Gibbela
Mantooine,Horuz
Mantooine,Markbee's Star
Mantooine,Corsin
Manwess,Tibro
Manwess,Corvanni IV
Manwess,Vorsia
Manwess,Kattada
Maridun,Gulvitch
Maridun,Tenara
Maridun,Korphir
Maridun,Phindar
Maridun,Bronsoon
Markbee's Star,Hethar
Markbee's Star,Generis
Markbee's Star,Nam'ta
Markbee's Star,Corsin
Marmoth,Cezith
Marmoth,Venestria
Marmoth,Mygeeto
Marmoth,Draria
Marquarra,Churruma
Marquarra,Cantras Gola
Marquarra,Ryloon
Marquarra,Nessem
Marrovia,Yavin
Marrovia,Ladarra
Marrovia,Kli'aar
Maryo,Media
Maryo,Lythos
Maryo,Tirsa
Maryo,Bosthirda
Marzoon,Cheelit
Marzoon,Chalcedon
Marzoon,Cerea
Masterra,Spirador
Masterra,Monastery
Masterra,Nexus Ortai
Mataou,Ione
Mataou,Ison
Mataou,Anantapar
Matra,Oslumpex
Matra,Urdur
Matra,Orron
Matra,Makem Te
Mattri,Cona
Mattri,Gorse
Mattri,Zeltros
Mawan,Seyugi
Mawan,Recopia
Mawan,Trellen
Mawan,Loretto
Maya Kovel,Vasha
Maya Kovel,Qina
Maya Kovel,Abbaji
Mayvitch,Yinchorr
Mayvitch,Ord Lithone
Mayvitch,Immalia
Mayvitch,Champala
Meastrinnar,Voltare
Meastrinnar,Neshtab
Meastrinnar,Dankayo
Meastrinnar,Aphran
Mechis III,Yag'Dhul
Mechis III,Tauber
Mechis III,Bestine
Mechis III,Renillis
Media,Biewa
Media,Tirsa
Media,Ession
Media,Makem Te
Medth,Tshindral
Medth,Indupar
Medth,Kath
Medth,Darkknell
Mek va Uil,Cyrillia
Mek va Uil,Yutan
Mek va Uil,Surron
Mek va Uil,Fabrin
Melnea's World,Vactooine
Melnea's World,Gedi
Melnea's World,Cranan
Mendicat,Roxuli
Mendicat,Celdaru
Mendicat,Glom Tho
Mendicat,Metellos
Mephout,Seou
Mephout,Skye
Mephout,Dosuun
Mephout,Hoth
Merakai,Dachat
Merakai,Venjagga
Merakai,Denevar
Merakai,Metellos
Merren,Aridus
Merren,Milagro
Merren,Gamor
Merson,Taboon
Merson,Ithull
Merson,Virujansi
Meryx Minor,Suarbi
Meryx Minor,Svivren
Meryx Minor,Andelm IV
Meryx Minor,Bahalian
Messert,Ota
Messert,Chamble
Messert,Randon
Metalorn,Sarka
Metalorn,Bryx
Metalorn,Salvara
Metellos,Coruscant
Metellos,Stassia
Metellos,Tanjay
Mev,Delphon
Mev,Tinoon
Mev,Bettel
Mev,Polmanar
Mexeluine,The Ring
Mexeluine,Kirtarkin
Mexeluine,Gerrenthum
Mijos,Kirtarkin
Mijos,Mexeluine
Mijos,Gerrenthum
Mika,Heffrin
Mika,Vasch
Mika,Gorno
Mika,Najiba
Milagro,Bacrana
Milagro,Gamor
Milagro,Thaere
Milagro,Amthau
Milagro,Merren
Milagro,New Cov
Milarian,Goroth
Milarian,Austan
Milarian,Pii
Millinar,Theselon
Millinar,Lalmy'ash
Millinar,Baldavia
Millinar,Orelon
Milvayne,Datar
Milvayne,Yinchorr
Milvayne,Barlok
Milvayne,Drearia
Mimban,Ishanna
Mimban,Tarhassan
Mimban,Fabrin
Minashee,Scipio
Minashee,Biitu
Minashee,Monhudle
Minashee,Kidriff
Mindabaal,Tasariq
Mindabaal,Donadus
Mindabaal,Walalla
Mindabaal,New Balosar
Mindor,Mantessa
Mindor,Omonoth
Mindor,Bogden
Mindor,Nessem
Minntooine,Pammant
Minntooine,Ruisto
Minntooine,Mon Calamari
Mirial,Listehol
Mirial,Sikurd
Mirial,Ferro
Mirial,Tantive
Miztoc,Abraxas
Miztoc,Feenix
Miztoc,Cyphar
Modus,Vergill
Modus,Maires
Modus,Charubah
Modus,Orelon
Mogoshyn,Mannova
Mogoshyn,Kushibah
Mogoshyn,Betshish
Mogoshyn,Marrovia
Mokk IX,Faro
Mokk IX,Dartessex IV
Mokk IX,Pavo Prime
Mokk IX,Rasterous
Molavar,Kamino
Molavar,Varristad
Molavar,Tieos
Molavar,Ukio
Molavar,Lyran
Moltok,Kalki Nebula
Moltok,Anemcoro
Moltok,Draria
Moltok,Ord Biniir
Momansi,Brevost
Momansi,Coonee
Momansi,Krann
Momansi,Bannistar Station
Mon Calamari,Minntooine
Mon Calamari,Pinperu
Mon Calamari,Ruisto
Mon Calamari,Pammant
Mon Gazza,Llanic
Mon Gazza,Ando
Mon Gazza,Andosha
Mon Gazza,Herdessa
Monastery,Masterra
Monastery,Haseria
Monastery,Linura
Mondress,Glee Anselm
Mondress,Vaced
Mondress,Glom Tho
Mondress,Dankayo
Monhudle,Biitu
Monhudle,Minashee
Monhudle,Garqi
Monhudle,Kidriff
Monor,Doldur
Monor,Indobok
Monor,Druckenwell
Montitia,Lahag Erli
Montitia,Poviduze
Montitia,Kayri
Montitia,Chalcedon
Moonus,Tarsunt
Moonus,Mandel
Moonus,Torolis
Moonus,Mandell
Moonus,Lannik
Moorja,Wroona
Moorja,Calus
Moorja,Harrin
Moralan,Usk
Moralan,Elgit
Moralan,Zisia
Mordagon,Attahox
Mordagon,Emberlene
Mordagon,Nixor
Morellia,Farana
Morellia,Brosl
Morellia,Hull's Star
Morellia,Makem Te
Morishim,Haverling
Morishim,Aris
Morishim,Malestrom Nebula
Morishim,Draria
Mortis,Astion
Mortis,Gree
Mortis,Zeta
Mossak,Arcan
Mossak,Galidraan
Mossak,Felucia
Motexx,Froswythe
Motexx,Bryexx
Motexx,Belazura
Mrlsst,Ghorman
Mrlsst,Fondor
Mrlsst,Laakteen Depot
Mrlsst,Bestine
Msst,Kiva
Msst,Bseto
Msst,Garos
Msst,Phindar
Mugaar,Aztubek
Mugaar,Cargamalis
Mugaar,Javin
Mulatan,Nar Chunna
Mulatan,Kor Hestilic
Mulatan,Kor Nijiladii
Mulatan,Zisia
Mullan,Caluula
Mullan,Eredenn
Mullan,Brigia
Mullan,Gbu
Munto Codru,Ruisto
Munto Codru,Reginard
Munto Codru,Turkana
Murgo,Burska
Murgo,Kril'Dor
Murgo,Rago
Murgo,Dankayo
Murk,Din Pulsar
Murk,Endor Gate
Murk,Endor
Murkhana,Duinarbulon
Murkhana,Pasmin
Murkhana,Chandaar
Mussubir,Cyimarra
Mussubir,Manforgon
Mussubir,Skartis
Mussubir,Q'mara
Mustafar,Rutan
Mustafar,Dorlo
Mustafar,Tosste
Muunilinst,Bisellia
Muunilinst,Endoraan
Muunilinst,Ord Sedra
Muunilinst,Draria
Muzara,Aphran
Muzara,Neshtab
Muzara,Barenth
Muzara,Dankayo
Mygeeto,Morishim
Mygeeto,Aris
Mygeeto,Scipio
Mygeeto,Draria
Myomar,Dorin
Myomar,Station 88
Myomar,Vicondor
Myomar,Dankayo
Myrkr,Wayland
Myrkr,Serroco
Myrkr,Boordii
Myrkr,Levian
Mytaranor,Tholatin
Mytaranor,Rakhuuun
Mytaranor,Kashyyyk
Mytaranor,Pizilis
Mytus,Hull's Star
Mytus,Morellia
Mytus,Perin
Mytus,Bosthirda
N'Zoth,Pollillus
N'Zoth,Galantos
N'Zoth,J't'p'tan
N'Zoth,Metellos
Naalol,Feenix
Naalol,Cyphar
Naalol,Miztoc
Naboo,Karlinus
Naboo,Enarc
Naboo,Alui
Nadiem,Rinn
Nadiem,Teth
Nadiem,Glottal
Najarka,Keskin
Najarka,Quintas
Najarka,Karra
Najarka,Anantapar
Najiba,Huldamun
Najiba,Issor
Najiba,Vasch
Nal Hutta & Nar Shaddaa,Ganath
Nal Hutta & Nar Shaddaa,Kleeva
Nal Hutta & Nar Shaddaa,Orondia
Nal Hutta & Nar Shaddaa,Circumtore
Nam Chorios,Cybloc
Nam Chorios,Nim Drovis
Nam Chorios,Budpock
Nam'ta,Hethar
Nam'ta,Markbee's Star
Nam'ta,Generis
Nam'ta,Corsin
Namadii,Gilatter
Namadii,Rustibar
Namadii,Ansion
Nantama,Paramatan
Nantama,Rulaar
Nantama,Aquella
Nantama,Q'mara
Nanth'ri,Farquar
Nanth'ri,Nixor
Nanth'ri,Sev Tok
Nantuker,k'Farri
Nantuker,Jodaka
Nantuker,Stalsinek
Nantuker,Andalia
Naos,Gaulus
Naos,Smuggler's Run
Naos,Cranan
Naos,Lamaredd
Naporar,Sposia
Naporar,Rentor
Naporar,Jamiron
Naporar,Metellos
Nar Bo Sholla,Keldooine
Nar Bo Sholla,Kwenn
Nar Bo Sholla,Irith
Nar Chunna,Kor Hestilic
Nar Chunna,Mulatan
Nar Chunna,Kor Usilic
Nar Chunna,Nar Bo Sholla
Nar Haaska,Saqqar
Nar Haaska,Tisht
Nar Haaska,Droxu
Nar Haaska,Glottal
Nar Kaaga,Xolu
Nar Kaaga,Carnovia
Nar Kaaga,Dohlban
Nar Kreeta,Sionia
Nar Kreeta,Nar Bo Sholla
Nar Kreeta,Nimban
Nar Kreeta,Ilos Minor
Nara,Shawken
Nara,Kidiet Olgo
Nara,Challon
Nars,Nepoy
Nars,Neelanon
Nars,Hutlar
Nars,Ossel
Natalon,Har Binande
Natalon,Noe'ha'on
Natalon,Calonica
Nathema,Vaynai
Nathema,Malachor
Nathema,Almania
Nathema,Makem Te
Nazzri,Valgauth
Nazzri,Vena
Nazzri,Avenelle
Near Indosa,Far Indosa
Near Indosa,Trinovat
Near Indosa,Denarii Station
Near Pando,Far Pando
Near Pando,Kolanda Station
Near Pando,Arami
Nedij,Alzoc
Nedij,Karazak
Nedij,Skynara
Nedij,Bahalian
Needan,Cantros
Needan,Kinooine
Needan,Anoth
Needan,Rutan
Neelanon,Asmeru
Neelanon,Crovna
Neelanon,Nars
Neelanon,Ossel
Neelgaimon,Peragus II
Neelgaimon,Listehol
Neelgaimon,Ruuria
Neelgaimon,Tantive
Neimoidia,Foundry
Neimoidia,Kuat
Neimoidia,Balmorra
Neimoidia,Raxxa
Nelvaan,Scarif
Nelvaan,Christophsis
Nelvaan,Tythe
Nentan,Barenth
Nentan,Vortex
Nentan,Fornax
Nentan,Drearia
Nepoy,Nars
Nepoy,Caltinia
Nepoy,Adoris
Nepoy,Ossel
Neshtab,Meastrinnar
Neshtab,Aphran
Neshtab,Voltare
Neshtab,Dankayo
Nessem,Jestan
Nessem,Paqualis
Nessem,Kidriff
Nessem,Bogden
New Alderaan,Eridicon
New Alderaan,OHS2132-04
New Alderaan,Minntooine
New Apsolon,Pizilis
New Apsolon,Genian
New Apsolon,Terr'Skiar
New Apsolon,Terr'skiar
New Apsolon,Zirulast
New Ator,Najiba
New Ator,Issor
New Ator,Kemal Station
New Bakstre,Cassander
New Bakstre,Kalki Nebula
New Bakstre,Forsen
New Bakstre,Draria
New Balosar,Sarrish
New Balosar,Copperline
New Balosar,Gholondreine
New Cov,Bacrana
New Cov,Thaere
New Cov,Kalarba
New Cov,Doldur
New Cov,Druckenwell
New Cylimba,Presteen
New Cylimba,Cyimarra
New Cylimba,Veron
New Cylimba,Ossel
New Heurkea,Mantan
New Heurkea,Sanctuary
New Heurkea,Pammant
New Holstice,The Wheel
New Holstice,Anzat
New Holstice,Abhean
Nexus Ortai,Spirador
Nexus Ortai,Masterra
Nexus Ortai,Bresnia
Nexus Ortai,Leritor
Nez Peron,Thesme
Nez Peron,Ord Cestus
Nez Peron,Vandyne
Nez Peron,Celanon
Nfolgai,Svolten
Nfolgai,Bhargebba
Nfolgai,Krayiss
Nfolgai,Bosthirda
Nicht Ka,Begeren
Nicht Ka,Ashas Ree
Nicht Ka,Kalsunor
Nierport,Dankayo
Nierport,Champala
Nierport,Barlok
Nigel,Kalinda
Nigel,Kerkoidia
Nigel,Roldalna
Nim Drovis,Sorjus
Nim Drovis,Cybloc
Nim Drovis,Nam Chorios
Nim Drovis,Antemeridias
Nimat,Dagelin Minor
Nimat,Junkfort Station
Nimat,Tammar
Nimat,Sriluur
Nimban,Kor Nasirii
Nimban,Sleheyron
Nimban,Nar Kreeta
Nimban,Sionia
Nimia,Ques
Nimia,Klatooine
Nimia,Vontor
Ninn,Pypin
Ninn,Lo'Uran
Ninn,Mall'ordian
Ninn,Bosthirda
Ninzam,Trigalis
Ninzam,Farstine
Ninzan,Trigalis
Ninzan,Kaliida Shoals
Ninzan,Farstine
Nirauan,Alashan
Nirauan,Aeten
Nirauan,Adumar
Nirauan,Per Lupelo
Nivek,Selsor
Nivek,Cheku
Nivek,Sika
Nivek,Thaere
Nixor,Chroma Zed
Nixor,Mordagon
Nixor,Nanth'ri
Nixor,Daalang
Nkllon,Ord Vaug
Nkllon,Rainos CLuster
Nkllon,Kinyen
Noe'ha'on,Noe'ha'on
Noe'ha'on,Natalon
Noe'ha'on,New Balosar
Noe'ha'on,Tar Mordren
Nooli,Dractu
Nooli,Torolis
Nooli,Dressel
Noonar,Cademimu
Noonar,Polus
Noonar,Ithor
Noonar,Corsin
Noquivzor,Sif-Uwana
Noquivzor,Ord Mirit
Noquivzor,Palanhi
Noquivzor,Challon
Norah,Tomo-Reth
Norah,Thyferra
Norah,Bestine
Noris,Ornfra
Noris,Schesa
Noris,Sharb
Norkronia,Worru'du
Norkronia,Salliche
Norkronia,Alland
Norkronia,Metellos
Norval,Akrit'tar
Norval,Gestrex
Norval,Kubindi
Norval,Eadu
Nothoiin,Bavva
Nothoiin,Polmanar
Nothoiin,Saila Na
Nothoiin,Council
Nouane,Dagary Minor
Nouane,Phateem
Nouane,Shalam
Nouane,Comkin V
Novi,Farnica
Novi,Gallinore
Novi,Baldavia
Novi,Orelon
Nubia,Duro
Nubia,Sacorria
Nubia,Corellia
Nuralee,Ropagi
Nuralee,Demos
Nuralee,Pax
Nuswatta,Corlass
Nuswatta,Eredenn
Nuswatta,Argai
Nuswatta,Rudrig
Nuvar,Phaegon_III
Nuvar,Old Mankoo
Nuvar,Chryya
Nyny,OHS4140-02
Nyny,Iego
Nyny,Cophrigin
Nyny,Minntooine
OHS1782-03,Agon
OHS1782-03,Iego
OHS1782-03,Jubilar
OHS1782-03,Sy Myrth
OHS2132-04,New Alderaan
OHS2132-04,Poseidenna
OHS2132-04,Minntooine
OHS3842-03,OHS4140-02
OHS3842-03,Agon
OHS3842-03,Cophrigin
OHS3842-03,Minntooine
OHS4140-02,Cophrigin
OHS4140-02,Nyny
OHS4140-02,OHS3842-03
OHS4140-02,Minntooine
Obana,Andooweel
Obana,Gedi
Obana,Vor Deo
Obredaan,Ord Tessebok
Obredaan,Gonmore
Obredaan,Lonnaw
Obredaan,Nessem
Obroa-skai,Asrat
Obroa-skai,Carest
Obroa-skai,Levian
Obroa-skai,Paonid
Ocsin,Kamar
Ocsin,Deltooine
Ocsin,Fether
Ocsin,Makem Te
Odacer-Faustin,Elamposnia
Odacer-Faustin,Jagomir
Odacer-Faustin,Thule
Odacer-Faustin,Nicht Ka
Odik,Prakith
Odik,N'Zoth
Odik,Pollillus
Odik,Ruan
Ogem,Mussubir
Ogem,Selenius
Ogem,Tarsa
Ogem,Q'mara
Ojom,Hakassi
Ojom,Ottabesk
Ojom,Eclipse
Ojom,Rehemsa
Old Mankoo,Nuvar
Old Mankoo,Trevi
Old Mankoo,Umgul
Old Mankoo,Malastare
Omar,Illodia
Omar,Zenox Cluster
Omar,Steelious
Omar,Bestine
Omonoth,Kiribi
Omonoth,Arkania
Omonoth,Kluistar
Omonoth,Castell
Ompersan,Borosk
Ompersan,Yaga Minor
Ompersan,Prefsbelt
Ompersan,Kidriff
Omwat,Syned
Omwat,Azzameen Station
Omwat,Kabal
Onderon / Dxun,Ambria
Onderon / Dxun,Porus Vida
Onderon / Dxun,Calfa
Onderon / Dxun,Roqoo Depot
Ool,Avidich
Ool,Shihon
Ool,Oyokal
Ooo-temiuk,Vuzsa
Ooo-temiuk,Tatooine
Ooo-temiuk,Geonosis
Oovo,Junkfort Station
Oovo,Nimat
Oovo,Dennogra
Oovo,Sriluur
Ophideraan,Laakteen Depot
Ophideraan,Whelori
Ophideraan,Cilpar
Ophideraan,Bestine
Opiteihr,Tyus Cluster
Opiteihr,Vogel
Opiteihr,ZeHeth
Orax,Fwatna
Orax,Subterrel
Orax,Besberra
Orax,Rutan
Ord Antalaha,Baradas
Ord Antalaha,Uviuy Exen
Ord Antalaha,Dankayo
Ord Biniir,Moltok
Ord Biniir,Vykos
Ord Biniir,Anemcoro
Ord Biniir,Draria
Ord Biniir,Ord Trasi
Ord Canfre,Forsen
Ord Canfre,New Bakstre
Ord Canfre,Cassander
Ord Canfre,Kidriff
Ord Cantrell,Wistril
Ord Cantrell,Orinda
Ord Cantrell,Lonnaw
Ord Cantrell,Kidriff
Ord Cantrell,Moltok
Ord Cestus,Quelii
Ord Cestus,Drackmar
Ord Cestus,Nez Peron
Ord Cestus,Celanon
Ord Grovner,Vohai
Ord Grovner,E. Pica
Ord Grovner,Suarbi
Ord Grovner,Omwat
Ord Ibanna,Tshindral
Ord Ibanna,Bortras
Ord Ibanna,Sullust
Ord Lithone,Mayvitch
Ord Lithone,Immalia
Ord Lithone,Yinchorr
Ord Lithone,Champala
Ord Mantell,Qiilure
Ord Mantell,Jarnollen
Ord Mantell,Anobis
Ord Mantell,Nessem
Ord Mirit,Venjagga
Ord Mirit,Denevar
Ord Mirit,Borleias
Ord Mirit,Thokos
Ord Mirit,Palanhi
Ord Pardron,Iskalon
Ord Pardron,Grakouine
Ord Pardron,Koiogra
Ord Radama,Mogoshyn
Ord Radama,Kushibah
Ord Radama,Mannova
Ord Radama,Marrovia
Ord Sedra,Bisellia
Ord Sedra,Cezith
Ord Sedra,Endoraan
Ord Sedra,Draria
Ord Sigatt,Pallaxides
Ord Sigatt,G'wenee
Ord Sigatt,Lavisar
Ord Sigatt,Skorrupon
Ord Tessebok,Lonnaw
Ord Tessebok,Gonmore
Ord Tessebok,Obredaan
Ord Tessebok,Nessem
Ord Thoden,Taspir
Ord Thoden,Delephr
Ord Thoden,Vexta
Ord Tiddell,Casfield
Ord Tiddell,Talcene
Ord Tiddell,Salvara
Ord Trasi,Gwori
Ord Trasi,Anx Minor
Ord Trasi,Vykos
Ord Trasi,Draria
Ord Varee,Kalaan
Ord Varee,Rustibar
Ord Varee,Glee Anselm
Ord Varee,Dankayo
Ord Vaug,Vandelhelm
Ord Vaug,Nkllon
Ord Vaug,Rainos CLuster
Ord Vaug,Borkyne
Ord Vaxal,Chardaan
Ord Vaxal,Genon
Ord Vaxal,Rhommamool
Ordo,Concord Dawn
Ordo,Mandalore
Ordo,Kalevala
Ordo,Phindar
Orelon,Rynmar
Orelon,Rainboh
Orelon,Zalori
Orelon,Talcene
Orelon,Roche
Oricon,Ventooine
Oricon,Eol Sha
Oricon,Soullex
Oricon,Tantive
Orinda,Obredaan
Orinda,Ord Cantrell
Orinda,Lonnaw
Orinda,Nessem
Orleon,Salvara
Orleon,Romin
Orleon,Roche
Orleon,Talcene
Orn Kios,Ertegas
Orn Kios,Darlyn Boda
Orn Kios,Anantapar
Orn Kios,Ozu
Ornfra,Sharb
Ornfra,Schesa
Ornfra,Noris
Orondia,Hosko
Orondia,Du Hutta
Orondia,Nal Hutta & Nar Shaddaa
Orondia,Circumtore
Orron,Matra
Orron,Oslumpex
Orron,Gaurick
Orron,Makem Te
Orvax,Arkanis
Orvax,Gorno
Orvax,Sirpar
Osadia,Galand
Osadia,Alland
Osadia,Fresia
Osadia,Metellos
Oseon,Erilnar
Oseon,Arleen
Oseon,Scillal
Oseon,Sriluur
Oslumpex,Pondut Station
Oslumpex,Urdur
Oslumpex,Matra
Oslumpex,Makem Te
Osmani,Tranthellix
Osmani,Shoon
Osmani,Varadan
Osmani,Ossel
Ossel,Hovan
Ossel,Garnib
Ossel,Belsavis
Ossiathora,Kassido
Ossiathora,Manforgon
Ossiathora,Deminol
Ossiathora,Q'mara
Osssorck Nebulae,Loedorvia
